date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:13:18	31396/31396	---MCZ	200	added ('OK')	text/css	etag:W/%225afd4864-7aa4%22	https://cdnjs.cloudflare.com/ajax/libs/bootstrap-rtl/3.4.0/css/bootstrap-rtl.css	D:/Maid%20in%20India/dmin/cdnjs.cloudflare.com/ajax/libs/bootstrap-rtl/3.4.0/css/bootstrap-rtl.css	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/pages/rtl.html)
14:13:19	74370/74370	---M--	200	added ('OK')	image/jpeg	etag:%225d22f83a-12282%22	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/faces/card-profile1-square.jpg	D:/Maid%20in%20India/dmin/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/faces/card-profile1-square.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/pages/rtl.html)
14:13:42	545914/545914	---M--	200	added ('OK')	image/jpeg	etag:%225d22f83a-8547a%22	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/register.jpeg	D:/Maid%20in%20India/dmin/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/register.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/pages/register.html)
14:13:43	54633/54633	---M--	200	added ('OK')	image/jpeg	etag:%225d22f83a-d569%22	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/faces/marc.jpg	D:/Maid%20in%20India/dmin/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/faces/marc.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/pages/user.html)
14:13:43	1006309/1006309	---M--	200	added ('OK')	image/jpeg	etag:%225d22f83a-f5ae5%22	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/lock.jpeg	D:/Maid%20in%20India/dmin/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/lock.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/pages/lock.html)
14:13:44	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225dfa05cc-4d7%22	https://demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/Maid%20in%20India/dmin/demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/regular.html)
14:13:44	44534/44534	---M--	200	added ('OK')	image/jpeg	etag:%225d22f83a-adf6%22	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/image_placeholder.jpg	D:/Maid%20in%20India/dmin/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/image_placeholder.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/extended.html)
14:13:45	18015/18015	---M--	200	added ('OK')	image/jpeg	etag:%225d22f83a-465f%22	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/placeholder.jpg	D:/Maid%20in%20India/dmin/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/placeholder.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/extended.html)
14:13:45	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Jan%202020%2008:43:43%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/true	D:/Maid%20in%20India/dmin/demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/true	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/validation.html)
14:13:46	2864/2864	---M--	200	added ('OK')	image/png	etag:%225d22f83a-b30%22	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/default-avatar.png	D:/Maid%20in%20India/dmin/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/default-avatar.png	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/forms/wizard.html)
14:13:46	12146/12146	---M--	200	added ('OK')	image/jpeg	etag:%225d22f83a-2f72%22	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/product1.jpg	D:/Maid%20in%20India/dmin/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/product1.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/tables/extended.html)
14:13:46	9677/9677	---M--	200	added ('OK')	image/jpeg	etag:%225d22f83a-25cd%22	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/product2.jpg	D:/Maid%20in%20India/dmin/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/product2.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/tables/extended.html)
14:13:47	21624/21624	---M--	200	added ('OK')	image/jpeg	etag:%225d22f83a-5478%22	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/product3.jpg	D:/Maid%20in%20India/dmin/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/product3.jpg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/tables/extended.html)
14:13:47	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Jan%202020%2008:43:45%20GMT	https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/POST	D:/Maid%20in%20India/dmin/demos.creative-tim.com/bs3/material-dashboard-pro/examples/POST	(from http://connect.facebook.net/en_US/fbevents.js)
14:13:49	547677/547677	---M--	200	added ('OK')	image/jpeg	etag:%225d22f83a-85b5d%22	https://demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/login.jpeg	D:/Maid%20in%20India/dmin/demos.creative-tim.com/bs3/material-dashboard-pro/assets/img/login.jpeg	(from https://demos.creative-tim.com/bs3/material-dashboard-pro/examples/pages/login.html)
